,concept:name,time:timestamp,case:concept:name
149,check ticket,1970-04-26 18:49:09,28
150,decide,1970-04-26 18:49:10,28
151,pay compensation,1970-04-26 18:49:11,28
152,register request,1970-04-26 18:49:12,29
153,check ticket,1970-04-26 18:49:13,29
154,examine,1970-04-26 18:49:14,29
155,decide,1970-04-26 18:49:15,29
156,pay compensation,1970-04-26 18:49:16,29
157,register request,1970-04-26 18:49:17,30
158,examine,1970-04-26 18:49:18,30
159,check ticket,1970-04-26 18:49:19,30
160,decide,1970-04-26 18:49:20,30
161,reinitiate request,1970-04-26 18:49:21,30
162,examine,1970-04-26 18:49:22,30
163,check ticket,1970-04-26 18:49:23,30
164,decide,1970-04-26 18:49:24,30
165,reject request,1970-04-26 18:49:25,30
166,register request,1970-04-26 18:49:26,31
167,check ticket,1970-04-26 18:49:27,31
168,decide,1970-04-26 18:49:28,31
169,reinitiate request,1970-04-26 18:49:29,31
170,check ticket,1970-04-26 18:49:30,31
171,examine,1970-04-26 18:49:31,31
172,decide,1970-04-26 18:49:32,31
173,reject request,1970-04-26 18:49:33,31
174,register request,1970-04-26 18:49:34,32
175,check ticket,1970-04-26 18:49:35,32
176,examine,1970-04-26 18:49:36,32
177,decide,1970-04-26 18:49:37,32
178,reinitiate request,1970-04-26 18:49:38,32
179,check ticket,1970-04-26 18:49:39,32
180,decide,1970-04-26 18:49:40,32
181,reinitiate request,1970-04-26 18:49:41,32
182,examine,1970-04-26 18:49:42,32
183,check ticket,1970-04-26 18:49:43,32
184,decide,1970-04-26 18:49:44,32
185,pay compensation,1970-04-26 18:49:45,32
186,register request,1970-04-26 18:49:46,33
187,check ticket,1970-04-26 18:49:47,33
188,decide,1970-04-26 18:49:48,33
189,reject request,1970-04-26 18:49:49,33
190,register request,1970-04-26 18:49:50,34
191,check ticket,1970-04-26 18:49:51,34
192,examine,1970-04-26 18:49:52,34
193,decide,1970-04-26 18:49:53,34
194,reject request,1970-04-26 18:49:54,34
195,register request,1970-04-26 18:49:55,35
196,check ticket,1970-04-26 18:49:56,35
197,examine,1970-04-26 18:49:57,35
198,decide,1970-04-26 18:49:58,35
199,reject request,1970-04-26 18:49:59,35
200,register request,1970-04-26 18:50:00,36
201,examine,1970-04-26 18:50:01,36
202,check ticket,1970-04-26 18:50:02,36
203,decide,1970-04-26 18:50:03,36
204,reject request,1970-04-26 18:50:04,36
205,register request,1970-04-26 18:50:05,37
206,check ticket,1970-04-26 18:50:06,37
207,examine,1970-04-26 18:50:07,37
208,decide,1970-04-26 18:50:08,37
209,reinitiate request,1970-04-26 18:50:09,37
210,examine,1970-04-26 18:50:10,37
211,check ticket,1970-04-26 18:50:11,37
212,decide,1970-04-26 18:50:12,37
213,reinitiate request,1970-04-26 18:50:13,37
214,examine,1970-04-26 18:50:14,37
215,check ticket,1970-04-26 18:50:15,37
216,decide,1970-04-26 18:50:16,37
217,reject request,1970-04-26 18:50:17,37
218,register request,1970-04-26 18:50:18,38
219,check ticket,1970-04-26 18:50:19,38
220,decide,1970-04-26 18:50:20,38
221,pay compensation,1970-04-26 18:50:21,38
222,register request,1970-04-26 18:50:22,39
223,examine,1970-04-26 18:50:23,39
224,check ticket,1970-04-26 18:50:24,39
225,decide,1970-04-26 18:50:25,39
226,reinitiate request,1970-04-26 18:50:26,39
227,check ticket,1970-04-26 18:50:27,39
228,examine,1970-04-26 18:50:28,39
229,decide,1970-04-26 18:50:29,39
230,reject request,1970-04-26 18:50:30,39
231,register request,1970-04-26 18:50:31,40
232,examine,1970-04-26 18:50:32,40
233,check ticket,1970-04-26 18:50:33,40
234,decide,1970-04-26 18:50:34,40
235,pay compensation,1970-04-26 18:50:35,40
236,register request,1970-04-26 18:50:36,41
237,check ticket,1970-04-26 18:50:37,41
238,examine,1970-04-26 18:50:38,41
239,decide,1970-04-26 18:50:39,41
240,reinitiate request,1970-04-26 18:50:40,41
241,examine,1970-04-26 18:50:41,41
242,check ticket,1970-04-26 18:50:42,41
243,decide,1970-04-26 18:50:43,41
244,pay compensation,1970-04-26 18:50:44,41
245,register request,1970-04-26 18:50:45,42
246,examine,1970-04-26 18:50:46,42
247,check ticket,1970-04-26 18:50:47,42
248,decide,1970-04-26 18:50:48,42
249,reject request,1970-04-26 18:50:49,42
250,register request,1970-04-26 18:50:50,43
251,examine,1970-04-26 18:50:51,43
252,check ticket,1970-04-26 18:50:52,43
253,decide,1970-04-26 18:50:53,43
254,reject request,1970-04-26 18:50:54,43
255,register request,1970-04-26 18:50:55,44
256,check ticket,1970-04-26 18:50:56,44
257,decide,1970-04-26 18:50:57,44
258,reject request,1970-04-26 18:50:58,44
259,register request,1970-04-26 18:50:59,45
260,check ticket,1970-04-26 18:51:00,45
261,examine,1970-04-26 18:51:01,45
262,decide,1970-04-26 18:51:02,45
263,pay compensation,1970-04-26 18:51:03,45
264,register request,1970-04-26 18:51:04,46
265,examine,1970-04-26 18:51:05,46
266,check ticket,1970-04-26 18:51:06,46
267,decide,1970-04-26 18:51:07,46
268,reject request,1970-04-26 18:51:08,46
269,register request,1970-04-26 18:51:09,47
270,check ticket,1970-04-26 18:51:10,47
271,decide,1970-04-26 18:51:11,47
272,pay compensation,1970-04-26 18:51:12,47
273,register request,1970-04-26 18:51:13,48
274,examine,1970-04-26 18:51:14,48
275,check ticket,1970-04-26 18:51:15,48
276,decide,1970-04-26 18:51:16,48
277,reinitiate request,1970-04-26 18:51:17,48
278,check ticket,1970-04-26 18:51:18,48
279,examine,1970-04-26 18:51:19,48
280,decide,1970-04-26 18:51:20,48
281,reinitiate request,1970-04-26 18:51:21,48
282,examine,1970-04-26 18:51:22,48
283,check ticket,1970-04-26 18:51:23,48
284,decide,1970-04-26 18:51:24,48
285,reject request,1970-04-26 18:51:25,48
286,register request,1970-04-26 18:51:26,49
287,examine,1970-04-26 18:51:27,49
288,check ticket,1970-04-26 18:51:28,49
289,decide,1970-04-26 18:51:29,49
290,reject request,1970-04-26 18:51:30,49
291,register request,1970-04-26 18:51:31,50
292,check ticket,1970-04-26 18:51:32,50
293,decide,1970-04-26 18:51:33,50
294,reinitiate request,1970-04-26 18:51:34,50
295,examine,1970-04-26 18:51:35,50
296,check ticket,1970-04-26 18:51:36,50
297,decide,1970-04-26 18:51:37,50
298,reject request,1970-04-26 18:51:38,50
299,register request,1970-04-26 18:51:39,51
300,examine,1970-04-26 18:51:40,51
301,check ticket,1970-04-26 18:51:41,51
302,decide,1970-04-26 18:51:42,51
303,reinitiate request,1970-04-26 18:51:43,51
304,examine,1970-04-26 18:51:44,51
305,check ticket,1970-04-26 18:51:45,51
306,decide,1970-04-26 18:51:46,51
307,reject request,1970-04-26 18:51:47,51
308,register request,1970-04-26 18:51:48,52
309,check ticket,1970-04-26 18:51:49,52
310,examine,1970-04-26 18:51:50,52
311,decide,1970-04-26 18:51:51,52
312,reject request,1970-04-26 18:51:52,52
313,register request,1970-04-26 18:51:53,53
314,examine,1970-04-26 18:51:54,53
315,check ticket,1970-04-26 18:51:55,53
316,decide,1970-04-26 18:51:56,53
317,reject request,1970-04-26 18:51:57,53
318,register request,1970-04-26 18:51:58,54
319,examine,1970-04-26 18:51:59,54
320,check ticket,1970-04-26 18:52:00,54
321,decide,1970-04-26 18:52:01,54
322,reinitiate request,1970-04-26 18:52:02,54
323,examine,1970-04-26 18:52:03,54
324,check ticket,1970-04-26 18:52:04,54
325,decide,1970-04-26 18:52:05,54
326,pay compensation,1970-04-26 18:52:06,54
327,register request,1970-04-26 18:52:07,55
328,examine,1970-04-26 18:52:08,55
329,check ticket,1970-04-26 18:52:09,55
330,decide,1970-04-26 18:52:10,55
331,reinitiate request,1970-04-26 18:52:11,55
332,check ticket,1970-04-26 18:52:12,55
333,decide,1970-04-26 18:52:13,55
334,reject request,1970-04-26 18:52:14,55
335,register request,1970-04-26 18:52:15,56
336,check ticket,1970-04-26 18:52:16,56
337,examine,1970-04-26 18:52:17,56
338,decide,1970-04-26 18:52:18,56
339,pay compensation,1970-04-26 18:52:19,56
340,register request,1970-04-26 18:52:20,57
341,check ticket,1970-04-26 18:52:21,57
342,decide,1970-04-26 18:52:22,57
343,pay compensation,1970-04-26 18:52:23,57
344,register request,1970-04-26 18:52:24,58
345,examine,1970-04-26 18:52:25,58
346,check ticket,1970-04-26 18:52:26,58
347,decide,1970-04-26 18:52:27,58
348,pay compensation,1970-04-26 18:52:28,58
349,register request,1970-04-26 18:52:29,59
350,check ticket,1970-04-26 18:52:30,59
351,decide,1970-04-26 18:52:31,59
352,reinitiate request,1970-04-26 18:52:32,59
353,examine,1970-04-26 18:52:33,59
354,check ticket,1970-04-26 18:52:34,59
355,decide,1970-04-26 18:52:35,59
356,pay compensation,1970-04-26 18:52:36,59
357,register request,1970-04-26 18:52:37,60
358,check ticket,1970-04-26 18:52:38,60
359,examine,1970-04-26 18:52:39,60
360,decide,1970-04-26 18:52:40,60
361,pay compensation,1970-04-26 18:52:41,60
362,register request,1970-04-26 18:52:42,61
363,check ticket,1970-04-26 18:52:43,61
364,decide,1970-04-26 18:52:44,61
365,reinitiate request,1970-04-26 18:52:45,61
366,check ticket,1970-04-26 18:52:46,61
367,examine,1970-04-26 18:52:47,61
368,decide,1970-04-26 18:52:48,61
369,reject request,1970-04-26 18:52:49,61
370,register request,1970-04-26 18:52:50,62
371,check ticket,1970-04-26 18:52:51,62
372,decide,1970-04-26 18:52:52,62
373,reinitiate request,1970-04-26 18:52:53,62
374,check ticket,1970-04-26 18:52:54,62
375,decide,1970-04-26 18:52:55,62
376,reinitiate request,1970-04-26 18:52:56,62
377,examine,1970-04-26 18:52:57,62
378,check ticket,1970-04-26 18:52:58,62
379,decide,1970-04-26 18:52:59,62
380,pay compensation,1970-04-26 18:53:00,62
381,register request,1970-04-26 18:53:01,63
382,check ticket,1970-04-26 18:53:02,63
383,decide,1970-04-26 18:53:03,63
384,reinitiate request,1970-04-26 18:53:04,63
385,examine,1970-04-26 18:53:05,63
386,check ticket,1970-04-26 18:53:06,63
387,decide,1970-04-26 18:53:07,63
388,pay compensation,1970-04-26 18:53:08,63
389,register request,1970-04-26 18:53:09,64
390,examine,1970-04-26 18:53:10,64
391,check ticket,1970-04-26 18:53:11,64
392,decide,1970-04-26 18:53:12,64
393,reinitiate request,1970-04-26 18:53:13,64
394,examine,1970-04-26 18:53:14,64
395,check ticket,1970-04-26 18:53:15,64
396,decide,1970-04-26 18:53:16,64
397,pay compensation,1970-04-26 18:53:17,64
398,register request,1970-04-26 18:53:18,65
399,examine,1970-04-26 18:53:19,65
400,check ticket,1970-04-26 18:53:20,65
401,decide,1970-04-26 18:53:21,65
402,pay compensation,1970-04-26 18:53:22,65
403,register request,1970-04-26 18:53:23,66
404,check ticket,1970-04-26 18:53:24,66
405,decide,1970-04-26 18:53:25,66
406,pay compensation,1970-04-26 18:53:26,66
407,register request,1970-04-26 18:53:27,67
408,examine,1970-04-26 18:53:28,67
409,check ticket,1970-04-26 18:53:29,67
410,decide,1970-04-26 18:53:30,67
411,reject request,1970-04-26 18:53:31,67
412,register request,1970-04-26 18:53:32,68
413,check ticket,1970-04-26 18:53:33,68
414,decide,1970-04-26 18:53:34,68
415,reinitiate request,1970-04-26 18:53:35,68
416,check ticket,1970-04-26 18:53:36,68
417,decide,1970-04-26 18:53:37,68
418,pay compensation,1970-04-26 18:53:38,68
419,register request,1970-04-26 18:53:39,69
420,check ticket,1970-04-26 18:53:40,69
421,decide,1970-04-26 18:53:41,69
422,reject request,1970-04-26 18:53:42,69
423,register request,1970-04-26 18:53:43,70
424,check ticket,1970-04-26 18:53:44,70
425,decide,1970-04-26 18:53:45,70
426,reinitiate request,1970-04-26 18:53:46,70
427,examine,1970-04-26 18:53:47,70
428,check ticket,1970-04-26 18:53:48,70
429,decide,1970-04-26 18:53:49,70
430,reinitiate request,1970-04-26 18:53:50,70
431,check ticket,1970-04-26 18:53:51,70
432,decide,1970-04-26 18:53:52,70
433,pay compensation,1970-04-26 18:53:53,70
434,register request,1970-04-26 18:53:54,71
435,check ticket,1970-04-26 18:53:55,71
436,examine,1970-04-26 18:53:56,71
437,decide,1970-04-26 18:53:57,71
438,pay compensation,1970-04-26 18:53:58,71
439,register request,1970-04-26 18:53:59,72
440,check ticket,1970-04-26 18:54:00,72
441,decide,1970-04-26 18:54:01,72
442,reinitiate request,1970-04-26 18:54:02,72
443,check ticket,1970-04-26 18:54:03,72
444,decide,1970-04-26 18:54:04,72
445,reject request,1970-04-26 18:54:05,72
446,register request,1970-04-26 18:54:06,73
447,examine,1970-04-26 18:54:07,73
448,check ticket,1970-04-26 18:54:08,73
449,decide,1970-04-26 18:54:09,73
450,reinitiate request,1970-04-26 18:54:10,73
451,check ticket,1970-04-26 18:54:11,73
452,decide,1970-04-26 18:54:12,73
453,reject request,1970-04-26 18:54:13,73
454,register request,1970-04-26 18:54:14,74
455,check ticket,1970-04-26 18:54:15,74
456,examine,1970-04-26 18:54:16,74
457,decide,1970-04-26 18:54:17,74
458,pay compensation,1970-04-26 18:54:18,74
459,register request,1970-04-26 18:54:19,75
460,examine,1970-04-26 18:54:20,75
461,check ticket,1970-04-26 18:54:21,75
462,decide,1970-04-26 18:54:22,75
463,reinitiate request,1970-04-26 18:54:23,75
464,examine,1970-04-26 18:54:24,75
465,check ticket,1970-04-26 18:54:25,75
466,decide,1970-04-26 18:54:26,75
467,reinitiate request,1970-04-26 18:54:27,75
468,examine,1970-04-26 18:54:28,75
469,check ticket,1970-04-26 18:54:29,75
470,decide,1970-04-26 18:54:30,75
471,reinitiate request,1970-04-26 18:54:31,75
472,check ticket,1970-04-26 18:54:32,75
473,decide,1970-04-26 18:54:33,75
474,reject request,1970-04-26 18:54:34,75
475,register request,1970-04-26 18:54:35,76
476,check ticket,1970-04-26 18:54:36,76
477,examine,1970-04-26 18:54:37,76
478,decide,1970-04-26 18:54:38,76
479,reject request,1970-04-26 18:54:39,76
480,register request,1970-04-26 18:54:40,77
481,check ticket,1970-04-26 18:54:41,77
482,examine,1970-04-26 18:54:42,77
483,decide,1970-04-26 18:54:43,77
484,reject request,1970-04-26 18:54:44,77
485,register request,1970-04-26 18:54:45,78
486,check ticket,1970-04-26 18:54:46,78
487,examine,1970-04-26 18:54:47,78
488,decide,1970-04-26 18:54:48,78
489,reject request,1970-04-26 18:54:49,78
490,register request,1970-04-26 18:54:50,79
491,check ticket,1970-04-26 18:54:51,79
492,examine,1970-04-26 18:54:52,79
493,decide,1970-04-26 18:54:53,79
494,pay compensation,1970-04-26 18:54:54,79
495,register request,1970-04-26 18:54:55,80
496,examine,1970-04-26 18:54:56,80
497,check ticket,1970-04-26 18:54:57,80
498,decide,1970-04-26 18:54:58,80
499,reinitiate request,1970-04-26 18:54:59,80
500,examine,1970-04-26 18:55:00,80
501,check ticket,1970-04-26 18:55:01,80
502,decide,1970-04-26 18:55:02,80
503,pay compensation,1970-04-26 18:55:03,80
504,register request,1970-04-26 18:55:04,81
505,examine,1970-04-26 18:55:05,81
506,check ticket,1970-04-26 18:55:06,81
507,decide,1970-04-26 18:55:07,81
508,reject request,1970-04-26 18:55:08,81
509,register request,1970-04-26 18:55:09,82
510,check ticket,1970-04-26 18:55:10,82
511,examine,1970-04-26 18:55:11,82
512,decide,1970-04-26 18:55:12,82
513,reject request,1970-04-26 18:55:13,82
514,register request,1970-04-26 18:55:14,83
515,check ticket,1970-04-26 18:55:15,83
516,examine,1970-04-26 18:55:16,83
517,decide,1970-04-26 18:55:17,83
518,reject request,1970-04-26 18:55:18,83
519,register request,1970-04-26 18:55:19,84
520,examine,1970-04-26 18:55:20,84
521,check ticket,1970-04-26 18:55:21,84
522,decide,1970-04-26 18:55:22,84
523,pay compensation,1970-04-26 18:55:23,84
524,register request,1970-04-26 18:55:24,85
525,examine,1970-04-26 18:55:25,85
526,check ticket,1970-04-26 18:55:26,85
527,decide,1970-04-26 18:55:27,85
528,reject request,1970-04-26 18:55:28,85
529,register request,1970-04-26 18:55:29,86
530,check ticket,1970-04-26 18:55:30,86
531,decide,1970-04-26 18:55:31,86
532,pay compensation,1970-04-26 18:55:32,86
533,register request,1970-04-26 18:55:33,87
534,examine,1970-04-26 18:55:34,87
535,check ticket,1970-04-26 18:55:35,87
536,decide,1970-04-26 18:55:36,87
537,reinitiate request,1970-04-26 18:55:37,87
538,check ticket,1970-04-26 18:55:38,87
539,examine,1970-04-26 18:55:39,87
540,decide,1970-04-26 18:55:40,87
541,reinitiate request,1970-04-26 18:55:41,87
542,check ticket,1970-04-26 18:55:42,87
543,examine,1970-04-26 18:55:43,87
544,decide,1970-04-26 18:55:44,87
545,reject request,1970-04-26 18:55:45,87
546,register request,1970-04-26 18:55:46,88
547,examine,1970-04-26 18:55:47,88
548,check ticket,1970-04-26 18:55:48,88
549,decide,1970-04-26 18:55:49,88
550,pay compensation,1970-04-26 18:55:50,88
551,register request,1970-04-26 18:55:51,89
552,check ticket,1970-04-26 18:55:52,89
553,examine,1970-04-26 18:55:53,89
554,decide,1970-04-26 18:55:54,89
555,reject request,1970-04-26 18:55:55,89
556,register request,1970-04-26 18:55:56,90
557,examine,1970-04-26 18:55:57,90
558,check ticket,1970-04-26 18:55:58,90
559,decide,1970-04-26 18:55:59,90
560,reject request,1970-04-26 18:56:00,90
561,register request,1970-04-26 18:56:01,91
562,check ticket,1970-04-26 18:56:02,91
563,examine,1970-04-26 18:56:03,91
564,decide,1970-04-26 18:56:04,91
565,reject request,1970-04-26 18:56:05,91
566,register request,1970-04-26 18:56:06,92
567,examine,1970-04-26 18:56:07,92
568,check ticket,1970-04-26 18:56:08,92
569,decide,1970-04-26 18:56:09,92
570,reinitiate request,1970-04-26 18:56:10,92
571,check ticket,1970-04-26 18:56:11,92
572,examine,1970-04-26 18:56:12,92
573,decide,1970-04-26 18:56:13,92
574,pay compensation,1970-04-26 18:56:14,92
575,register request,1970-04-26 18:56:15,93
576,check ticket,1970-04-26 18:56:16,93
577,examine,1970-04-26 18:56:17,93
578,decide,1970-04-26 18:56:18,93
579,reject request,1970-04-26 18:56:19,93
580,register request,1970-04-26 18:56:20,94
581,examine,1970-04-26 18:56:21,94
582,check ticket,1970-04-26 18:56:22,94
583,decide,1970-04-26 18:56:23,94
584,pay compensation,1970-04-26 18:56:24,94
585,register request,1970-04-26 18:56:25,95
586,check ticket,1970-04-26 18:56:26,95
587,examine,1970-04-26 18:56:27,95
588,decide,1970-04-26 18:56:28,95
589,pay compensation,1970-04-26 18:56:29,95
590,register request,1970-04-26 18:56:30,96
591,examine,1970-04-26 18:56:31,96
592,check ticket,1970-04-26 18:56:32,96
593,decide,1970-04-26 18:56:33,96
594,reject request,1970-04-26 18:56:34,96
595,register request,1970-04-26 18:56:35,97
596,check ticket,1970-04-26 18:56:36,97
597,examine,1970-04-26 18:56:37,97
598,decide,1970-04-26 18:56:38,97
599,reinitiate request,1970-04-26 18:56:39,97
600,check ticket,1970-04-26 18:56:40,97
601,decide,1970-04-26 18:56:41,97
602,reject request,1970-04-26 18:56:42,97
603,register request,1970-04-26 18:56:43,98
604,examine,1970-04-26 18:56:44,98
605,check ticket,1970-04-26 18:56:45,98
606,decide,1970-04-26 18:56:46,98
607,reinitiate request,1970-04-26 18:56:47,98
608,check ticket,1970-04-26 18:56:48,98
609,examine,1970-04-26 18:56:49,98
610,decide,1970-04-26 18:56:50,98
611,reinitiate request,1970-04-26 18:56:51,98
612,check ticket,1970-04-26 18:56:52,98
613,decide,1970-04-26 18:56:53,98
614,reinitiate request,1970-04-26 18:56:54,98
615,examine,1970-04-26 18:56:55,98
616,check ticket,1970-04-26 18:56:56,98
617,decide,1970-04-26 18:56:57,98
618,pay compensation,1970-04-26 18:56:58,98
619,register request,1970-04-26 18:56:59,99
620,examine,1970-04-26 18:57:00,99
621,check ticket,1970-04-26 18:57:01,99
622,decide,1970-04-26 18:57:02,99
623,reject request,1970-04-26 18:57:03,99
624,register request,1970-04-26 18:57:04,100
625,check ticket,1970-04-26 18:57:05,100
626,decide,1970-04-26 18:57:06,100
627,reinitiate request,1970-04-26 18:57:07,100
628,check ticket,1970-04-26 18:57:08,100
629,decide,1970-04-26 18:57:09,100
630,reject request,1970-04-26 18:57:10,100
631,register request,1970-04-26 18:57:11,101
632,check ticket,1970-04-26 18:57:12,101
633,examine,1970-04-26 18:57:13,101
634,decide,1970-04-26 18:57:14,101
635,pay compensation,1970-04-26 18:57:15,101
636,register request,1970-04-26 18:57:16,102
637,check ticket,1970-04-26 18:57:17,102
638,decide,1970-04-26 18:57:18,102
639,reinitiate request,1970-04-26 18:57:19,102
640,check ticket,1970-04-26 18:57:20,102
641,examine,1970-04-26 18:57:21,102
642,decide,1970-04-26 18:57:22,102
643,reject request,1970-04-26 18:57:23,102
644,register request,1970-04-26 18:57:24,103
645,check ticket,1970-04-26 18:57:25,103
646,examine,1970-04-26 18:57:26,103
647,decide,1970-04-26 18:57:27,103
648,pay compensation,1970-04-26 18:57:28,103
649,register request,1970-04-26 18:57:29,104
650,examine,1970-04-26 18:57:30,104
651,check ticket,1970-04-26 18:57:31,104
652,decide,1970-04-26 18:57:32,104
653,reinitiate request,1970-04-26 18:57:33,104
654,examine,1970-04-26 18:57:34,104
655,check ticket,1970-04-26 18:57:35,104
656,decide,1970-04-26 18:57:36,104
657,reject request,1970-04-26 18:57:37,104
658,register request,1970-04-26 18:57:38,105
659,check ticket,1970-04-26 18:57:39,105
660,decide,1970-04-26 18:57:40,105
661,reinitiate request,1970-04-26 18:57:41,105
662,check ticket,1970-04-26 18:57:42,105
