,concept:name,time:timestamp,case:concept:name
262,Decide,1970-04-26 18:51:02,87
263,Book hotel,1970-04-26 18:51:03,87
264,Check plane,1970-04-26 18:51:04,88
265,Decide,1970-04-26 18:51:05,88
266,Book hotel,1970-04-26 18:51:06,88
267,Check hotel,1970-04-26 18:51:07,89
268,Decide,1970-04-26 18:51:08,89
269,Book hotel,1970-04-26 18:51:09,89
270,Check plane,1970-04-26 18:51:10,90
271,Decide,1970-04-26 18:51:11,90
272,Book plane,1970-04-26 18:51:12,90
273,Check hotel,1970-04-26 18:51:13,91
274,Decide,1970-04-26 18:51:14,91
275,Book hotel,1970-04-26 18:51:15,91
276,Check hotel,1970-04-26 18:51:16,92
277,Decide,1970-04-26 18:51:17,92
278,Book hotel,1970-04-26 18:51:18,92
279,Check plane,1970-04-26 18:51:19,93
280,Decide,1970-04-26 18:51:20,93
281,Book plane,1970-04-26 18:51:21,93
282,Check plane,1970-04-26 18:51:22,94
283,Decide,1970-04-26 18:51:23,94
284,Book hotel,1970-04-26 18:51:24,94
285,Check hotel,1970-04-26 18:51:25,95
286,Decide,1970-04-26 18:51:26,95
287,Book hotel,1970-04-26 18:51:27,95
288,Check hotel,1970-04-26 18:51:28,96
289,Decide,1970-04-26 18:51:29,96
290,Book plane,1970-04-26 18:51:30,96
291,Check hotel,1970-04-26 18:51:31,97
292,Decide,1970-04-26 18:51:32,97
293,Book plane,1970-04-26 18:51:33,97
294,Check plane,1970-04-26 18:51:34,98
295,Decide,1970-04-26 18:51:35,98
296,Book plane,1970-04-26 18:51:36,98
297,Check hotel,1970-04-26 18:51:37,99
298,Decide,1970-04-26 18:51:38,99
299,Book plane,1970-04-26 18:51:39,99
300,Check plane,1970-04-26 18:51:40,100
301,Decide,1970-04-26 18:51:41,100
302,Book hotel,1970-04-26 18:51:42,100
303,Check hotel,1970-04-26 18:51:43,101
304,Decide,1970-04-26 18:51:44,101
305,Book plane,1970-04-26 18:51:45,101
306,Check plane,1970-04-26 18:51:46,102
307,Decide,1970-04-26 18:51:47,102
308,Book hotel,1970-04-26 18:51:48,102
309,Check hotel,1970-04-26 18:51:49,103
310,Decide,1970-04-26 18:51:50,103
311,Book plane,1970-04-26 18:51:51,103
312,Check plane,1970-04-26 18:51:52,104
313,Decide,1970-04-26 18:51:53,104
314,Book plane,1970-04-26 18:51:54,104
315,Check plane,1970-04-26 18:51:55,105
316,Decide,1970-04-26 18:51:56,105
317,Book plane,1970-04-26 18:51:57,105
318,Check plane,1970-04-26 18:51:58,106
319,Decide,1970-04-26 18:51:59,106
320,Book hotel,1970-04-26 18:52:00,106
321,Check plane,1970-04-26 18:52:01,107
322,Decide,1970-04-26 18:52:02,107
323,Book hotel,1970-04-26 18:52:03,107
324,Check plane,1970-04-26 18:52:04,108
325,Decide,1970-04-26 18:52:05,108
326,Book plane,1970-04-26 18:52:06,108
327,Check hotel,1970-04-26 18:52:07,109
328,Decide,1970-04-26 18:52:08,109
329,Book hotel,1970-04-26 18:52:09,109
330,Check hotel,1970-04-26 18:52:10,110
331,Decide,1970-04-26 18:52:11,110
332,Book plane,1970-04-26 18:52:12,110
333,Check hotel,1970-04-26 18:52:13,111
334,Decide,1970-04-26 18:52:14,111
335,Book hotel,1970-04-26 18:52:15,111
336,Check hotel,1970-04-26 18:52:16,112
337,Decide,1970-04-26 18:52:17,112
338,Book hotel,1970-04-26 18:52:18,112
339,Check plane,1970-04-26 18:52:19,113
340,Decide,1970-04-26 18:52:20,113
341,Book plane,1970-04-26 18:52:21,113
342,Check plane,1970-04-26 18:52:22,114
343,Decide,1970-04-26 18:52:23,114
344,Book plane,1970-04-26 18:52:24,114
345,Check hotel,1970-04-26 18:52:25,115
346,Decide,1970-04-26 18:52:26,115
347,Book hotel,1970-04-26 18:52:27,115
348,Check plane,1970-04-26 18:52:28,116
349,Decide,1970-04-26 18:52:29,116
350,Book hotel,1970-04-26 18:52:30,116
351,Check hotel,1970-04-26 18:52:31,117
352,Decide,1970-04-26 18:52:32,117
353,Book plane,1970-04-26 18:52:33,117
354,Check plane,1970-04-26 18:52:34,118
355,Decide,1970-04-26 18:52:35,118
356,Book hotel,1970-04-26 18:52:36,118
357,Check plane,1970-04-26 18:52:37,119
358,Decide,1970-04-26 18:52:38,119
359,Book hotel,1970-04-26 18:52:39,119
360,Check plane,1970-04-26 18:52:40,120
361,Decide,1970-04-26 18:52:41,120
362,Book hotel,1970-04-26 18:52:42,120
363,Check plane,1970-04-26 18:52:43,121
364,Decide,1970-04-26 18:52:44,121
365,Book plane,1970-04-26 18:52:45,121
366,Check hotel,1970-04-26 18:52:46,122
367,Decide,1970-04-26 18:52:47,122
368,Book hotel,1970-04-26 18:52:48,122
369,Check plane,1970-04-26 18:52:49,123
370,Decide,1970-04-26 18:52:50,123
371,Book hotel,1970-04-26 18:52:51,123
372,Check plane,1970-04-26 18:52:52,124
373,Decide,1970-04-26 18:52:53,124
374,Book hotel,1970-04-26 18:52:54,124
375,Check hotel,1970-04-26 18:52:55,125
376,Decide,1970-04-26 18:52:56,125
377,Book plane,1970-04-26 18:52:57,125
378,Check plane,1970-04-26 18:52:58,126
379,Decide,1970-04-26 18:52:59,126
380,Book hotel,1970-04-26 18:53:00,126
381,Check hotel,1970-04-26 18:53:01,127
382,Decide,1970-04-26 18:53:02,127
383,Book plane,1970-04-26 18:53:03,127
384,Check hotel,1970-04-26 18:53:04,128
385,Decide,1970-04-26 18:53:05,128
386,Book hotel,1970-04-26 18:53:06,128
387,Check hotel,1970-04-26 18:53:07,129
388,Decide,1970-04-26 18:53:08,129
389,Book hotel,1970-04-26 18:53:09,129
390,Check plane,1970-04-26 18:53:10,130
391,Decide,1970-04-26 18:53:11,130
392,Book plane,1970-04-26 18:53:12,130
393,Check plane,1970-04-26 18:53:13,131
394,Decide,1970-04-26 18:53:14,131
395,Book hotel,1970-04-26 18:53:15,131
396,Check plane,1970-04-26 18:53:16,132
397,Decide,1970-04-26 18:53:17,132
398,Book plane,1970-04-26 18:53:18,132
399,Check hotel,1970-04-26 18:53:19,133
400,Decide,1970-04-26 18:53:20,133
401,Book hotel,1970-04-26 18:53:21,133
402,Check hotel,1970-04-26 18:53:22,134
403,Decide,1970-04-26 18:53:23,134
404,Book plane,1970-04-26 18:53:24,134
405,Check plane,1970-04-26 18:53:25,135
406,Decide,1970-04-26 18:53:26,135
407,Book hotel,1970-04-26 18:53:27,135
408,Check hotel,1970-04-26 18:53:28,136
409,Decide,1970-04-26 18:53:29,136
410,Book hotel,1970-04-26 18:53:30,136
411,Check hotel,1970-04-26 18:53:31,137
412,Decide,1970-04-26 18:53:32,137
413,Book plane,1970-04-26 18:53:33,137
414,Check plane,1970-04-26 18:53:34,138
415,Decide,1970-04-26 18:53:35,138
416,Book hotel,1970-04-26 18:53:36,138
417,Check plane,1970-04-26 18:53:37,139
418,Decide,1970-04-26 18:53:38,139
419,Book hotel,1970-04-26 18:53:39,139
420,Check plane,1970-04-26 18:53:40,140
421,Decide,1970-04-26 18:53:41,140
422,Book plane,1970-04-26 18:53:42,140
423,Check plane,1970-04-26 18:53:43,141
424,Decide,1970-04-26 18:53:44,141
425,Book hotel,1970-04-26 18:53:45,141
426,Check hotel,1970-04-26 18:53:46,142
427,Decide,1970-04-26 18:53:47,142
428,Book hotel,1970-04-26 18:53:48,142
429,Check plane,1970-04-26 18:53:49,143
430,Decide,1970-04-26 18:53:50,143
431,Book hotel,1970-04-26 18:53:51,143
432,Check hotel,1970-04-26 18:53:52,144
433,Decide,1970-04-26 18:53:53,144
434,Book plane,1970-04-26 18:53:54,144
435,Check hotel,1970-04-26 18:53:55,145
436,Decide,1970-04-26 18:53:56,145
437,Book plane,1970-04-26 18:53:57,145
438,Check plane,1970-04-26 18:53:58,146
439,Decide,1970-04-26 18:53:59,146
440,Book plane,1970-04-26 18:54:00,146
441,Check plane,1970-04-26 18:54:01,147
442,Decide,1970-04-26 18:54:02,147
443,Book hotel,1970-04-26 18:54:03,147
444,Check hotel,1970-04-26 18:54:04,148
445,Decide,1970-04-26 18:54:05,148
446,Book hotel,1970-04-26 18:54:06,148
447,Check hotel,1970-04-26 18:54:07,149
448,Decide,1970-04-26 18:54:08,149
449,Book hotel,1970-04-26 18:54:09,149
450,Check plane,1970-04-26 18:54:10,150
451,Decide,1970-04-26 18:54:11,150
452,Book hotel,1970-04-26 18:54:12,150
453,Check plane,1970-04-26 18:54:13,151
454,Decide,1970-04-26 18:54:14,151
455,Book hotel,1970-04-26 18:54:15,151
456,Check hotel,1970-04-26 18:54:16,152
457,Decide,1970-04-26 18:54:17,152
458,Book plane,1970-04-26 18:54:18,152
459,Check plane,1970-04-26 18:54:19,153
460,Decide,1970-04-26 18:54:20,153
461,Book plane,1970-04-26 18:54:21,153
462,Check plane,1970-04-26 18:54:22,154
463,Decide,1970-04-26 18:54:23,154
464,Book hotel,1970-04-26 18:54:24,154
465,Check plane,1970-04-26 18:54:25,155
466,Decide,1970-04-26 18:54:26,155
467,Book hotel,1970-04-26 18:54:27,155
468,Check hotel,1970-04-26 18:54:28,156
469,Decide,1970-04-26 18:54:29,156
470,Book plane,1970-04-26 18:54:30,156
471,Check plane,1970-04-26 18:54:31,157
472,Decide,1970-04-26 18:54:32,157
473,Book hotel,1970-04-26 18:54:33,157
474,Check hotel,1970-04-26 18:54:34,158
475,Decide,1970-04-26 18:54:35,158
476,Book plane,1970-04-26 18:54:36,158
477,Check plane,1970-04-26 18:54:37,159
478,Decide,1970-04-26 18:54:38,159
479,Book hotel,1970-04-26 18:54:39,159
480,Check plane,1970-04-26 18:54:40,160
481,Decide,1970-04-26 18:54:41,160
482,Book plane,1970-04-26 18:54:42,160
483,Check plane,1970-04-26 18:54:43,161
484,Decide,1970-04-26 18:54:44,161
485,Book hotel,1970-04-26 18:54:45,161
486,Check hotel,1970-04-26 18:54:46,162
487,Decide,1970-04-26 18:54:47,162
488,Book hotel,1970-04-26 18:54:48,162
489,Check plane,1970-04-26 18:54:49,163
490,Decide,1970-04-26 18:54:50,163
491,Book hotel,1970-04-26 18:54:51,163
492,Check plane,1970-04-26 18:54:52,164
493,Decide,1970-04-26 18:54:53,164
494,Book hotel,1970-04-26 18:54:54,164
495,Check plane,1970-04-26 18:54:55,165
496,Decide,1970-04-26 18:54:56,165
497,Book plane,1970-04-26 18:54:57,165
498,Check plane,1970-04-26 18:54:58,166
499,Decide,1970-04-26 18:54:59,166
500,Book plane,1970-04-26 18:55:00,166
501,Check plane,1970-04-26 18:55:01,167
502,Decide,1970-04-26 18:55:02,167
503,Book plane,1970-04-26 18:55:03,167
504,Check hotel,1970-04-26 18:55:04,168
505,Decide,1970-04-26 18:55:05,168
506,Book hotel,1970-04-26 18:55:06,168
507,Check plane,1970-04-26 18:55:07,169
508,Decide,1970-04-26 18:55:08,169
509,Book hotel,1970-04-26 18:55:09,169
510,Check plane,1970-04-26 18:55:10,170
511,Decide,1970-04-26 18:55:11,170
512,Book hotel,1970-04-26 18:55:12,170
513,Check plane,1970-04-26 18:55:13,171
514,Decide,1970-04-26 18:55:14,171
515,Book hotel,1970-04-26 18:55:15,171
516,Check plane,1970-04-26 18:55:16,172
517,Decide,1970-04-26 18:55:17,172
518,Book plane,1970-04-26 18:55:18,172
519,Check plane,1970-04-26 18:55:19,173
520,Decide,1970-04-26 18:55:20,173
521,Book hotel,1970-04-26 18:55:21,173
522,Check plane,1970-04-26 18:55:22,174
523,Decide,1970-04-26 18:55:23,174
524,Book plane,1970-04-26 18:55:24,174
525,Check hotel,1970-04-26 18:55:25,175
526,Decide,1970-04-26 18:55:26,175
527,Book hotel,1970-04-26 18:55:27,175
528,Check plane,1970-04-26 18:55:28,176
529,Decide,1970-04-26 18:55:29,176
530,Book plane,1970-04-26 18:55:30,176
531,Check plane,1970-04-26 18:55:31,177
532,Decide,1970-04-26 18:55:32,177
533,Book plane,1970-04-26 18:55:33,177
534,Check plane,1970-04-26 18:55:34,178
535,Decide,1970-04-26 18:55:35,178
536,Book hotel,1970-04-26 18:55:36,178
537,Check plane,1970-04-26 18:55:37,179
538,Decide,1970-04-26 18:55:38,179
539,Book hotel,1970-04-26 18:55:39,179
540,Check plane,1970-04-26 18:55:40,180
541,Decide,1970-04-26 18:55:41,180
542,Book plane,1970-04-26 18:55:42,180
543,Check hotel,1970-04-26 18:55:43,181
544,Decide,1970-04-26 18:55:44,181
545,Book hotel,1970-04-26 18:55:45,181
546,Check plane,1970-04-26 18:55:46,182
547,Decide,1970-04-26 18:55:47,182
548,Book plane,1970-04-26 18:55:48,182
549,Check plane,1970-04-26 18:55:49,183
550,Decide,1970-04-26 18:55:50,183
551,Book hotel,1970-04-26 18:55:51,183
552,Check plane,1970-04-26 18:55:52,184
553,Decide,1970-04-26 18:55:53,184
554,Book plane,1970-04-26 18:55:54,184
555,Check plane,1970-04-26 18:55:55,185
556,Decide,1970-04-26 18:55:56,185
557,Book plane,1970-04-26 18:55:57,185
558,Check hotel,1970-04-26 18:55:58,186
559,Decide,1970-04-26 18:55:59,186
560,Book hotel,1970-04-26 18:56:00,186
561,Check plane,1970-04-26 18:56:01,187
562,Decide,1970-04-26 18:56:02,187
563,Book plane,1970-04-26 18:56:03,187
564,Check plane,1970-04-26 18:56:04,188
565,Decide,1970-04-26 18:56:05,188
566,Book hotel,1970-04-26 18:56:06,188
567,Check hotel,1970-04-26 18:56:07,189
568,Decide,1970-04-26 18:56:08,189
569,Book plane,1970-04-26 18:56:09,189
570,Check plane,1970-04-26 18:56:10,190
571,Decide,1970-04-26 18:56:11,190
572,Book plane,1970-04-26 18:56:12,190
573,Check plane,1970-04-26 18:56:13,191
574,Decide,1970-04-26 18:56:14,191
575,Book hotel,1970-04-26 18:56:15,191
576,Check hotel,1970-04-26 18:56:16,192
577,Decide,1970-04-26 18:56:17,192
578,Book hotel,1970-04-26 18:56:18,192
579,Check plane,1970-04-26 18:56:19,193
580,Decide,1970-04-26 18:56:20,193
581,Book hotel,1970-04-26 18:56:21,193
582,Check plane,1970-04-26 18:56:22,194
583,Decide,1970-04-26 18:56:23,194
584,Book hotel,1970-04-26 18:56:24,194
585,Check hotel,1970-04-26 18:56:25,195
586,Decide,1970-04-26 18:56:26,195
587,Book hotel,1970-04-26 18:56:27,195
588,Check plane,1970-04-26 18:56:28,196
589,Decide,1970-04-26 18:56:29,196
590,Book hotel,1970-04-26 18:56:30,196
591,Check hotel,1970-04-26 18:56:31,197
592,Decide,1970-04-26 18:56:32,197
593,Book plane,1970-04-26 18:56:33,197
594,Check plane,1970-04-26 18:56:34,198
595,Decide,1970-04-26 18:56:35,198
596,Book hotel,1970-04-26 18:56:36,198
597,Check plane,1970-04-26 18:56:37,199
598,Decide,1970-04-26 18:56:38,199
599,Book hotel,1970-04-26 18:56:39,199
600,Check hotel,1970-04-26 18:56:40,200
601,Decide,1970-04-26 18:56:41,200
602,Book plane,1970-04-26 18:56:42,200
603,Check hotel,1970-04-26 18:56:43,201
604,Decide,1970-04-26 18:56:44,201
605,Book plane,1970-04-26 18:56:45,201
606,Check hotel,1970-04-26 18:56:46,202
607,Decide,1970-04-26 18:56:47,202
608,Book plane,1970-04-26 18:56:48,202
609,Check plane,1970-04-26 18:56:49,203
610,Decide,1970-04-26 18:56:50,203
611,Book plane,1970-04-26 18:56:51,203
612,Check plane,1970-04-26 18:56:52,204
613,Decide,1970-04-26 18:56:53,204
614,Book hotel,1970-04-26 18:56:54,204
615,Check plane,1970-04-26 18:56:55,205
616,Decide,1970-04-26 18:56:56,205
617,Book plane,1970-04-26 18:56:57,205
618,Check plane,1970-04-26 18:56:58,206
619,Decide,1970-04-26 18:56:59,206
620,Book hotel,1970-04-26 18:57:00,206
621,Check plane,1970-04-26 18:57:01,207
622,Decide,1970-04-26 18:57:02,207
623,Book plane,1970-04-26 18:57:03,207
624,Check plane,1970-04-26 18:57:04,208
625,Decide,1970-04-26 18:57:05,208
626,Book plane,1970-04-26 18:57:06,208
627,Check hotel,1970-04-26 18:57:07,209
628,Decide,1970-04-26 18:57:08,209
629,Book hotel,1970-04-26 18:57:09,209
630,Check plane,1970-04-26 18:57:10,210
631,Decide,1970-04-26 18:57:11,210
632,Book plane,1970-04-26 18:57:12,210
633,Check hotel,1970-04-26 18:57:13,211
